,Case Number,Year,Country,Activity,Sex,Age,Fatal (Y/N)
435,2013.07.02,2013,AUSTRALIA,Body surfing,M,29.0,N
436,2013.06.30,2013,TAIWAN,Fishing,M,,N
437,2013.06.27,2013,JAMAICA,,M,20.0,Y
438,2013.06.25.c,2013,USA,Kayaking / Fishing,M,,N
439,2013.06.25.b,2013,USA,Swimming,M,,N
440,2013.06.25.a,2013,USA,Swimming,M,14.0,N
441,2013.06.18,2013,USA,Swimming,M,28.0,N
442,2013.06.17,2013,USA,Swimming,M,15.0,N
443,2013.06.16,2013,SOUTH AFRICA,Surfing,M,,N
444,2013.06.15,2013,USA,Surfing,F,,N
445,2013.06.14.R,2013,USA,Boogie Boarding,F,10.0,N
446,2013.06.06.b,2013,USA,Fishing for sharks,M,58.0,N
447,2013.06.06.a,2013,AUSTRALIA,Surfing,M,,N
448,2013.05.27.b,2013,USA,Diving,M,32.0,N
449,2013.05.27.a,2013,USA,Swimming,M,11.0,N
450,2013.05.23.b,2013,BRAZIL,,M,41.0,Y
451,2013.05.23.a,2013,PALESTINIAN TERRITORIES,Fishing,M,30.0,N
452,2013.05.14,2013,ECUADOR,Surfing,M,29.0,N
453,2013.05.08.b,2013,USA,Surfing,M,42.0,Y
454,2013.05.08.a,2013,REUNION,Body boarding,M,36.0,Y
455,2013.05.04.a,2013,USA,Surfing,M,16.0,N
456,2013.04.28,2013,AUSTRALIA,Fishing,M,,N
457,2013.04.24,2013,MEXICO,Swimming,F,34.0,N
458,2013.04.21,2013,AUSTRALIA,Fishing,M,51.0,N
459,2013.04.17,2013,USA,Playing in the surf,M,9.0,N
460,2013.04.14,2013,SOUTH AFRICA,Free diving,M,,N
461,2013.04.13.b,2013,USA,Surfing,M,21.0,N
462,2013.04.13.a,2013,GUAM,,M,40.0,Y
463,2013.04.10,2013,FRENCH POLYNESIA,Kite boarding,M,53.0,N
464,2013.04.04,2013,USA,Swimming,M,50.0,N
465,2013.04.02.R,2013,AUSTRALIA,,M,24.0,Y
466,2013.04.02.a,2013,USA,Surfing,M,58.0,N
467,2013.03.31,2013,AUSTRALIA,Surfing,M,47.0,N
468,2013.03.29,2013,SEYCHELLES,Free diving,M,34.0,N
469,2013.03.21.R,2013,BELIZE,Snorkeling,F,,N
470,2013.03.21,2013,BAHAMAS,Fly fishing,M,50.0,N
471,2013.03.16.b,2013,SOUTH AFRICA,Fishing - 'tag & release',M,30.0,N
472,2013.03.16.a,2013,SOUTH AFRICA,Surfing,M,,N
473,2013.03.12,2013,JAMAICA,Spearfishing,M,68.0,Y
474,2013.03.10.b,2013,AUSTRALIA,Spearfishing,M,28.0,N
475,2013.03.10.a,2013,PHILIPPINES,Swimming to shore with floatioon devices after boat engine conked out,M,,N
476,2013.03.03,2013,SOUTH AFRICA,Swimming,M,39.0,N
477,2013.02.27,2013,NEW ZEALAND,Swimming,M,46.0,Y
478,2013.02.21.b,2013,USA,Surfing,,,N
479,2013.02.21.a,2013,USA,Surfing,M,,N
480,2013.02.10,2013,USA,Surfing,M,16.0,N
481,2013.02.09,2013,FRENCH POLYNESIA,Scuba diving,M,48.0,N
482,2013.02.01,2013,JAMAICA,,M,18.0,N
483,2013.01.26,2013,AUSTRALIA,Fishing,M,,N
484,2013.01.25,2013,AUSTRALIA,Surfing,M,,N
485,2013.01.21.R,2013,AUSTRALIA,Dragging stranded shark into deeper water,M,62.0,N
486,2013.01.16,2013,USA,Surfing,M,43.0,N
487,2013.01.13,2013,NEW ZEALAND,Spearfishing,M,,N
488,2013.01.05,2013,AUSTRALIA,Spearfishing / Free diving,M,26.0,N
489,2012.12.31,2012,USA,Swimming,M,,N
490,2012.12.30,2012,AUSTRALIA,Surfing,M,23.0,N
491,2012.12.28,2012,AUSTRALIA,Paddle boarding,M,29.0,N
492,2012.12.25,2012,SOUTH AFRICA,Swimming,M,20.0,Y
493,2012.12.19,2012,AUSTRALIA,Surfing,M,32.0,N
494,2012.12.05,2012,USA,Surfing,M,60.0,N
495,2012.12.02,2012,AUSTRALIA,Spearfishing,M,31.0,N
496,2012.12.00,2012,NEW ZEALAND,Scuba diving,F,25.0,N
497,2012.11.30,2012,USA,Snorkeling,M,61.0,N
498,2012.11.27,2012,AUSTRALIA,,M,20.0,N
499,2012.11.22,2012,MEXICO,Swimming,M,32.0,Y
500,2012.11.19,2012,USA,Surfing,M,14.0,N
501,2012.11.04.b,2012,USA,Diving,M,30.0,N
502,2012.11.04.a,2012,USA,Surfing,M,43.0,N
503,2012.10.30,2012,USA,Surfing,M,25.0,N
504,2012.10.27,2012,USA,Swimming,F,51.0,N
505,2012.10.23,2012,USA,Surfing,M,39.0,Y
506,2012.10.19,2012,USA,,F,35.0,N
507,2012.10.18.b,2012,USA,Surfing,M,24.0,N
508,2012.10.18.a,2012,USA,Paddle boarding,M,55.0,N
509,2012.10.16,2012,USA,,M,,N
510,2012.10.11.R,2012,NIGERIA,Bathing,F,38.0,N
511,2012.10.07,2012,USA,Windsurfing,M,42.0,N
512,2012.10.02,2012,AUSTRALIA,Bodyboarding,M,11.0,N
513,2012.09.25,2012,USA,Surfing,M,21.0,N
514,2012.09.24,2012,USA,Surfing,M,22.0,N
515,2012.09.16,2012,USA,Surfing,M,52.0,N
516,2012.09.10,2012,TONGA,Swimming,F,29.0,N
517,2012.09.09,2012,USA,Surfing,,19.0,N
518,2012.09.08.b,2012,USA,Surfing,M,25.0,N
519,2012.09.08.a,2012,USA,Swimming,M,,N
520,2012.09.06.b,2012,USA,Surfing,M,,N
521,2012.09.06.a,2012,USA,Surfing,M,37.0,N
522,2012.09.04,2012,USA,Surfing,M,32.0,N
523,2012.09.02.b,2012,USA,Boogie boarding,F,8.0,N
524,2012.09.02.b,2012,USA,Spearfishing,,,N
525,2012.09.02.a,2012,USA,Swimming or boogie boarding,F,56.0,N
526,2012.08.31,2012,SCOTLAND,Shark fishing,M,53.0,N
527,2012.08.28,2012,AUSTRALIA,Surfing,M,34.0,N
528,2012.08.26,2012,BRAZIL,Swimming,M,18.0,Y
529,2012.08.15,2012,USA,Wading or swimming,M,31.0,N
530,2012.08.11,2012,AUSTRALIA,Fishing,,,N
531,2012.08.09,2012,USA,Free diving ,M,56.0,N
532,2012.08.05,2012,REUNION,Surfing,M,39.0,N
533,2012.08.04,2012,FRENCH POLYNESIA,Spearfishing,M,,N
534,2012.07.31.b,2012,USA,Surfing,M,17.0,N
535,2012.07.31.a,2012,AUSTRALIA,Surfing,M,48.0,N
536,2012.07.30.b,2012,USA,Surfing,M,44.0,N
537,2012.07.30.a,2012,USA,Body surfing,M,50.0,N
538,2012.07.24,2012,USA,,M,12.0,N
539,2012.07.23,2012,REUNION,Surfing,M,22.0,Y
540,2012.07.21,2012,TRINIDAD & TOBAGO,Swimming,M,24.0,Y
541,2012.07.19,2012,CANADA,Surfing,F,23.0,N
542,2012.07.14,2012,AUSTRALIA,Surfing,M,24.0,Y
543,2012.07.08,2012,USA,Swimming,F,43.0,N
544,2012.07.07.c,2012,BAHAMAS,Spearfishing,M,,N
545,2012.07.07.b,2012,AUSTRALIA,Scuba diving,F,42.0,Y
546,2012.07.07.a,2012,USA,Kayaking,M,52.0,N
547,2012.07.06,2012,SOUTH AFRICA,Surfing,M,29.0,N
548,2012.06.28.R,2012,CROATIA,Swimming,,60.0,N
549,2012.06.26.c,2012,USA,Swimming,M,6.0,N
550,2012.06.26.b,2012,USA,Surfing,M,26.0,N
551,2012.06.26.a,2012,USA,Sitting in the water,F,16.0,N
552,2012.06.22.b,2012,AUSTRALIA,Surfing,M,,N
553,2012.06.22.a,2012,USA,Swimming,M,12.0,N
554,2012.06.20,2012,AUSTRALIA,Surf skiing ,M,62.0,N
555,2012.06.19,2012,USA,Standing,M,16.0,N
556,2012.06.18,2012,USA,Wading,F,6.0,N
557,2012.06.15,2012,USA,Fishing,M,23.0,N
558,2012.06.14.d,2012,USA,Swimming,F,18.0,N
559,2012.06.14.c,2012,USA,Swimming,M,,N
560,2012.06.14.b,2012,USA,Swimming,M,,N
561,2012.06.14.a,2012,USA,Swimming,M,16.0,N
562,2012.06.12,2012,AUSTRALIA,Surfing,M,42.0,N
563,2012.06.10,2012,ITALY,Attempting to rescue an injured & beached shark,M,57.0,N
564,2012.06.03,2012,AUSTRALIA,Surf skiing ,M,30.0,N
565,2012.06.02.b,2012,USA,Surfing,F,12.0,N
566,2012.06.02.a,2012,USA,Boogie Boarding,M,25.0,N
567,2012.05.31,2012,USA,Wading,F,33.0,N
568,2012.05.29,2012,MEXICO,Free diving / spearfishing,M,46.0,N
569,2012.05.23,2012,USA,Surfing,M,22.0,N
570,2012.05.20,2012,USA,Kayak Fishing,M,,N
571,2012.05.16,2012,FIJI,Spearfishing,M,20.0,N
572,2012.05.12,2012,USA,Kayaking / Fishing,M,30.0,N
573,2012.05.09,2012,USA,Swimming,F,47.0,N
574,2012.05.06,2012,USA,Paddle boarding,F,15.0,N
575,2012.04.19.b,2012,USA,Surfing,M,28.0,N
576,2012.04.19.a,2012,SOUTH AFRICA,Body boarding,M,20.0,Y
577,2012.04.11,2012,AUSTRALIA,Kayaking,M,27.0,N
578,2012.04.03,2012,USA,Surfing,M,28.0,N
579,2012.04.00,2012,USA,,M,,N
580,2012.03.31,2012,AUSTRALIA,Scuba diving,M,33.0,Y
581,2012.03.24,2012,USA,Surfing,M,21.0,N
582,2012.03.22,2012,AUSTRALIA,Crayfishing,,,N
583,2012.03.20,2012,AUSTRALIA,Surfing,M,20.0,N
584,2012.03.15,2012,USA,Surfing,M,61.0,N
585,2012.03.14.b,2012,USA,Surfing,F,15.0,N
586,2012.03.14.a,2012,USA,Surfing,M,17.0,N
587,2012.03.06.b,2012,NEW ZEALAND,Surfing,M,,N
588,2012.03.06.a,2012,AUSTRALIA,"Diving, feeding sharks",F,34.0,N
589,2012.03.05,2012,REUNION,Body boarding,M,31.0,N
590,2012.03.04,2012,USA,Kite Surfing,M,19.0,N
591,2012.03.03,2012,SAUDI ARABIA,Attempting to Kite surf from Egypt to Saudi Arabia,M,42.0,N
592,2012.03.01,2012,CHILE,Fishing (illegally),M,,N
593,2012.02.26,2012,USA,Kite Surfing,M,,N
594,2012.02.25,2012,AUSTRALIA,Fishing,M,,N
595,2012.02.20,2012,SOUTH AFRICA,Fishing,,,N
596,2012.02.06,2012,AUSTRALIA,Surfing,M,29.0,N
597,2012.01.22.R,2012,BAHAMAS,"Diving, photographing sharks",M,,N
598,2012.01.27,2012,USA,Snorkeling,,,N
599,2012.01.19,2012,AUSTRALIA,Snorkeling,M,26.0,N
600,2012.01.18.b,2012,TAIWAN,Fishing,M,24.0,N
601,2012.01.18.a,2012,AUSTRALIA,Surfing,M,44.0,N
602,2012.01.15,2012,SOUTH AFRICA,Swimming,M,25.0,Y
603,2012.01.13,2012,USA,Surfing,M,53.0,N
604,2012.01.03,2012,AUSTRALIA,Surfing,M,28.0,N
605,2012.01.02,2012,AUSTRALIA,Spearfishing,M,34.0,N
606,2011.12.31,2011,USA,,M,,N
607,2011.12.26.R,2011,ANTIGUA,Swimming,M,,N
608,2011.12.25,2011,ECUADOR,Surfing,M,23.0,N
609,2011.12.23,2011,USA,Surfing,M,27.0,N
610,2011.12.21.b,2011,USA,Canoeing,M,,N
611,2011.12.21.a,2011,SOUTH AFRICA,Kayak Fishing,M,35.0,N
612,2011.12.11,2011,AUSTRALIA,Surfing,M,51.0,N
613,2011.12.07.b,2011,SOUTH AFRICA,Surf skiing ,M,,N
614,2011.12.07.a,2011,AUSTRALIA,Surfing,M,14.0,N
615,2011.12.06,2011,USA,Surfing,F,,N
616,2011.12.05,2011,AUSTRALIA,Spearfishing,,,Y
617,2011.12.02,2011,AUSTRALIA,Surfing,M,63.0,N
618,2011.11.29,2011,INDONESIA,Surfing,M,18.0,N
619,2011.11.28,2011,AUSTRALIA,Swimming,M,10.0,N
620,2011.11.22,2011,USA,Kayaking,M,,N
621,2011.11.20.R,2011,PAPUA NEW GUINEA,Scuba diving,M,,N
622,2011.11.12,2011,BRAZIL,Surfing,M,35.0,N
623,2011.11.11,2011,REUNION,Free diving / spearfishing,M,42.0,N
624,2011.10.29.,2011,USA,Surfing,M,27.0,N
625,2011.10.28.R,2011,SCOTLAND,Surfing,M,26.0,N
626,2011.10.28.,2011,SOUTH AFRICA,Diving,,,N
627,2011.10.22,2011,AUSTRALIA,Diving,M,32.0,Y
628,2011.10.20,2011,USA,Surfing,M,41.0,N
629,2011.10.19,2011,AUSTRALIA,Diving,M,50.0,N
630,2011.10.11,2011,USA,Surfing,M,,N
631,2011.10.10,2011,USA,Surfing,M,,N
632,2011.10.09,2011,AUSTRALIA,Swimming,M,64.0,Y
633,2011.10.05,2011,REUNION,Canoeing,M,51.0,N
634,2011.10.02,2011,USA,Wade fishing,M,,N
635,2011.10.01,2011,USA,,M,29.0,N
636,2011.09.30,2011,USA,Surfing,M,27.0,N
637,2011.09.28.b,2011,DOMINICAN REPUBLIC,Fishing,M,48.0,N
638,2011.09.28.a,2011,SOUTH AFRICA,Swimming,M,43.0,N
639,2011.09.24.b,2011,USA,Spearfishing,M,21.0,N
640,2011.09.24.a,2011,USA,Jumping in the waves,M,5.0,N
641,2011.09.20,2011,USA,Canoeing,M,,N
642,2011.09.19,2011,REUNION,Body boarding,M,38.0,Y
643,2011.09.17,2011,KENYA,Swimming,M,17.0,Y
644,2011.09.16,2011,USA,Surfing,M,25.0,N
645,2011.09.11.b,2011,USA,Surfing,M,37.0,N
646,2011.09.11.a,2011,PAPUA NEW GUINEA,Kite Surfing,M,30.0,N
647,2011.09.04.b,2011,USA,Surfing,,,N
648,2011.09.04.a,2011,AUSTRALIA,Body boarding,M,21.0,Y
649,2011.09.02,2011,USA,Surfing,M,19.0,N
650,2011.08.31,2011,USA,Surfing,M,19.0,N
651,2011.08.28.b,2011,AUSTRALIA,Swimming,M,48.0,Y
652,2011.08.28.a,2011,USA,Wade Fishing,F,39.0,N
653,2011.08.26,2011,RUSSIA,"Standing, collecting sea stars",M,,N
654,2011.08.24.b,2011,USA,Surfing,M,21.0,N
655,2011.08.24.a,2011,USA,,M,10.0,N
656,2011.08.23,2011,SOUTH AFRICA,Surfing,M,49.0,Y
657,2011.08.18,2011,RUSSIA,Swimming,M,16.0,N
658,2011.08.17.c.,2011,USA,Wading,F,,N
659,2011.08.17.b.,2011,USA,,M,12.0,N
660,2011.08.17.a,2011,RUSSIA,Swimming,M,25.0,N
661,2011.08.16.c,2011,FRENCH POLYNESIA,Surfing,M,32.0,N
662,2011.08.16.b,2011,USA,Floating ,M,27.0,N
663,2011.08.16.a,2011,SEYCHELLES,Swimming or Snorkeling,M,30.0,Y
664,2011.08.15,2011,USA,Playing in the surf,M,7.0,N
665,2011.08.11,2011,USA,Swimming,M,54.0,N
666,2011.08.01,2011,SEYCHELLES,Diving,M,36.0,Y
667,2011.07.31,2011,BRAZIL,Swimming,M,14.0,Y
668,2011.07.30,2011,PHILIPPINES,Sea disaster,M,43.0,N
669,2011.07.25,2011,USA,Wade Fishing,M,,N
670,2011.07.22,2011,SOUTH AFRICA,Surfing,M,29.0,N
671,2011.07.19,2011,USA,Boogie Boarding,F,6.0,N
672,2011.07.15,2011,REUNION,Kayaking or Wave skiing,M,,N
673,2011.07.13.b,2011,USA,Surf fishing,M,,N
674,2011.07.13.a,2011,BAHAMAS,Scuba diving,M,54.0,N
675,2011.07.07.b,2011,USA,Swimming,M,12.0,N
676,2011.07.07.a,2011,USA,Wade Fishing,M,14.0,N
677,2011.07.06,2011,REUNION,Surfing,M,16.0,N
678,2011.07.05,2011,COLUMBIA,Kayaking,M,17.0,N
679,2011.06.30,2011,TURKS & CAICOS,Snorkeling,M,28.0,N
680,2011.06.29,2011,BRAZIL,Surfing,M,21.0,N
681,2011.06.28,2011,SOUTH AFRICA,Scuba diving,M,22.0,N
682,2011.06.26,2011,USA,Playing in the surf,F,10.0,N
683,2011.06.24,2011,USA,Surfing,M,,N
684,2011.06.21,2011,USA,Jet skiing,M,20.0,N
685,2011.06.19.b,2011,TURKS & CAICOS,Spearfishing,M,35.0,N
686,2011.06.19.a,2011,COSTA RICA,Surfing,M,15.0,Y
687,2011.06.15,2011,REUNION,Boogie Boarding,M,31.0,Y
688,2011.06.14.R,2011,UNITED KINGDOM,Fishing,,,N
689,2011.06.12,2011,USA,Scuba diving,M,28.0,N
690,2011.06.06.R,2011,COLUMBIA,Spearfishing,M,24.0,N
691,2011.06.06.b,2011,USA,Spearfishing,M,28.0,N
692,2011.06.06.a,2011,USA,Wading,M,19.0,N
693,2011.06.01,2011,MALAYSIA,Snorkeling,F,,N
694,2011.05.30,2011,USA,Standing or boogie boardin,F,22.0,N
695,2011.05.29,2011,SOUTH AFRICA,Surfing,M,33.0,N
696,2011.05.25,2011,USA,Surfing,F,,N
697,2011.05.22,2011,USA,Paddle boarding,F,,N
698,2011.05.21.a,2011,NEW CALEDONIA,Kite Boarding,M,15.0,Y
699,2011.05.21.b,2011,SOUTH AFRICA,Spearfishing,M,28.0,Y
700,2011.05.13.b,2011,USA,Body surfing,M,86.0,N
701,2011.05.13.a,2011,USA,Surfing,M,37.0,N
702,2011.05.10,2011,USA,Fishing ,M,,N
703,2011.05.07.R,2011,UNITED ARAB EMIRATES (UAE),Fishing ,M,43.0,N
704,2011.05.04,2011,SOUTH AFRICA,Spearfishing,M,37.0,N
705,2011.04.26,2011,USA,Spearfishing,M,32.0,N
706,2011.04.23,2011,AUSTRALIA,Washing sand off a speared fish,M,17.0,N
707,2011.04.22,2011,USA,Surfing ,M,49.0,N
708,2011.04.16,2011,NEW ZEALAND,Surfing,M,41.0,N
709,2011.04.12,2011,INDONESIA,Surfing,M,,N
710,2011.04.08,2011,FIJI,Diving,M,27.0,N
711,2011.03.29.R,2011,USA,"Standing, holding shark pup",M,,N
712,2011.03.24,2011,MEXICO,Swimming,F,,N
713,2011.03.23,2011,AUSTRALIA,Surfing,M,48.0,N
714,2011.03.21.b,2011,MEXICO,Swimming,M,46.0,N
715,2011.03.21.a,2011,FIJI,Diving / fishing,M,30.0,N
716,2011.03.16,2011,AUSTRALIA,Wakeboarding,F,24.0,N
717,2011.03.10.R,2011,EGYPT,,F,,N
718,2011.03.10,2011,AUSTRALIA,Surfing,M,,N
719,2011.02.28.R,2011,AUSTRALIA,Fishing,M,36.0,N
720,2011.02.23,2011,NEW CALEDONIA,Spearfishing,M,21.0,N
721,2011.02.19,2011,REUNION,Surfing,M,32.0,N
722,2011.02.17,2011,AUSTRALIA,Diving for abalone,M,49.0,Y
723,2011.02.13,2011,AUSTRALIA,Fishing,M,,N
724,2011.02.12,2011,AUSTRALIA,Snorkeling,M,58.0,N
725,2011.02.04.R,2011,MEXICO,Shark fishing on the Ricardo Astorga,M,,N
726,2011.02.02,2011,SOUTH AFRICA,Surf fishing,M,37.0,N
727,2011.01.31,2011,MEXICO,Swimming,F,38.0,N
728,2011.01.28,2011,MEXICO,Shark fishing on the Don Agustín-VI. ,M,25.0,N
729,2011.01.26,2011,BAHAMAS,Scuba diving,M,55.0,N
730,2011.01.20,2011,AUSTRALIA,Swimming,F,7.0,N
731,2011.01.15,2011,SOUTH AFRICA,Surfing,M,16.0,Y
732,2011.01.12.R,2011,MEXICO,Attempting to fix motor,M,37.0,N
733,2011.01.03,2011,AUSTRALIA,Fishing,,,N
734,2010.12.26,2010,USA,Body boarding,M,16.0,N
735,2010.12.17,2010,FIJI,Surfing,M,,N
736,2010.12.11,2010,USA,Surfing,M,46.0,N
737,2010.12.05,2010,EGYPT,Snorkeling,F,70.0,Y
738,2010.12.03.R,2010,INDONESIA,Surfing,M,,N
739,2010.12.01.b,2010,EGYPT,Snorkeling,M,54.0,N
740,2010.12.01.a,2010,EGYPT,Snorkeling,M,46.0,N
741,2010.11.30.b,2010,EGYPT,Snorkeling,F,70.0,N
742,2010.11.30.a,2010,EGYPT,Snorkeling,F,48.0,N
743,2010.11.27.R,2010,SAMOA,Fishing,M,47.0,N
744,2010.11.27,2010,AUSTRALIA,Swimming,M,,Y
745,2010.11.19,2010,USA,Snorkeling,M,33.0,N
746,2010.11.15,2010,DOMINICAN REPUBLIC,Diving,M,21.0,Y
747,2010.11.14,2010,INDONESIA,Surfing,M,,N
748,2010.11.12.R,2010,AUSTRALIA,Fishing,M,,N
749,2010.10.30,2010,AUSTRALIA,Snorkeling,F,20.0,N
750,2010.10.28.R,2010,AUSTRALIA,Spearfishing,M,,N
751,2010.10.28,2010,USA,Surfing,M,,N
752,2010.10.25,2010,AZORES,Fishing,M,,N
753,2010.10.23.b,2010,USA,Scuba diving,M,30.0,N
754,2010.10.23.a,2010,AUSTRALIA,Kite Surfing,M,14.0,N
755,2010.10.22,2010,USA,Body boarding,M,19.0,Y
756,2010.10.20,2010,EGYPT,Snorkeling,F,,N
757,2010.10.09,2010,AUSTRALIA,Surfing,M,22.0,N
758,2010.10.02.b,2010,BAHAMAS,Snorkeling,M,,N
759,2010.10.02.a,2010,BAHAMAS,Surfing,F,,N
760,2010.10.01,2010,SOUTH AFRICA,Surfing,M,,N
761,2010.09.27,2010,USA,Surfing,M,29.0,N
762,2010.09.24,2010,USA,Surfing,M,18.0,N
763,2010.09.21,2010,SOUTH AFRICA,Swimming,M,29.0,Y
764,2010.09.13,2010,AUSTRALIA,Surfing,M,15.0,N
765,2010.09.07,2010,USA,Swimming,M,27.0,N
766,2010.09.06.R,2010,TONGA,Swimming /  Whale Watching,M,24.0,N
767,2010.09.04,2010,USA,Surfing,M,,N
768,2010.09.03.b,2010,USA,Surfing,M,24.0,N
769,2010.09.03.a,2010,USA,Surfing,M,24.0,N
770,2010.09.02,2010,SOLOMON ISLANDS,,M,34.0,N
771,2010.08.29,2010,BAHAMAS,Swimming after boat became disabled,M,43.0,Y
772,2010.08.18,2010,USA,Boogie Boarding,M,10.0,N
773,2010.08.17,2010,AUSTRALIA,Surfing,M,31.0,Y
774,2010.08.14,2010,USA,Kayak Fishing,M,45.0,N
775,2010.08.10.b,2010,AUSTRALIA,Fishing,F,,N
776,2010.08.10,2010,SOUTH KOREA,Swimming,F,16.0,N
777,2010.08.08,2010,AUSTRALIA,Surfing,M,47.0,N
778,2010.08.07.b,2010,USA,Surfing,M,25.0,N
779,2010.08.07.a,2010,MALTA,Windsurfing,M,35.0,N
780,2010.08.05,2010,USA,Swimming,F,,N
781,2010.08.02.b,2010,USA,Kayaking,M,,N
782,2010.08.02.a,2010,USA,Standing,F,37.0,N
783,2010.07.25,2010,USA,Standing,M,16.0,N
784,2010.07.23,2010,USA,Surfing,M,20.0,N
785,2010.07.19,2010,USA,Swimming,M,10.0,N
786,2010.07.17.b,2010,USA,Swimming,F,13.0,N
787,2010.07.17.a,2010,USA,Surfing,M,55.0,N
788,2010.07.16.b,2010,SPAIN,Swimming,M,9.0,N
789,2010.07.16.a,2010,USA,Fishing,M,,N
790,2010.07.11,2010,USA,Fishing,M,,N
791,2010.07.04,2010,SOUTH AFRICA,Snorkeling,F,21.0,N
792,2010.07.03,2010,USA,Fishing,M,20.0,N
793,2010.07.02.b,2010,USA,Surfing,M,19.0,N
794,2010.07.02.a,2010,USA,Stand-Up Paddleboarding,M,48.0,N
795,2010.06.27,2010,USA,Surfing,M,20.0,N
796,2010.06.25.b,2010,USA,Boogie Boarding,F,6.0,N
797,2010.06.25.a,2010,USA,Swimming,F,13.0,N
798,2010.06.15,2010,VIETNAM,Swimming,M,17.0,N
799,2010.06.10,2010,USA,Boogie Boarding,F,18.0,N
800,2010.06.06,2010,AUSTRALIA,Surfing,M,40.0,N
801,2010.06.00,2010,USA,Surfing,M,20.0,N
802,2010.05.30,2010,USA,Fishing,M,49.0,N
803,2010.05.18.c,2010,VIETNAM,Rescuing,F,58.0,N
804,2010.05.18.b,2010,VIETNAM,Swimming,F,60.0,N
805,2010.05.18.a,2010,AUSTRALIA,Surfing,M,,N
806,2010.05.03,2010,MADAGASCAR,Scuba diving,M,59.0,N
807,2010.05.01,2010,USA,Wading,F,10.0,N
808,2010.04.28,2010,USA,Measuring sharks,M,29.0,N
809,2010.04.19,2010,USA,Surfing,M,68.0,N
810,2010.04.13,2010,SOUTH AFRICA,Surfing,M,35.0,N
811,2010.04.04,2010,EGYPT,Swimming / treading water,M,24.0,N
812,2010.03.27,2010,REUNION,Surfing,M,34.0,N
813,2010.02.19,2010,NEW ZEALAND,Swimming,M,,N
814,2010.02.16,2010,SOUTH AFRICA,Surfing,M,,N
815,2010.02.15,2010,FIJI,Scuba diving,M,19.0,Y
816,2010.02.13,2010,AUSTRALIA,Snorkeling,F,60.0,N
817,2010.02.11,2010,AUSTRALIA,Surfing,M,46.0,N
818,2010.02.06.R,2010,NEW ZEALAND,Spearfishing,M,,N
819,2010.02.06.b,2010,AUSTRALIA,Body boarding,M,18.0,N
820,2010.02.06.a,2010,USA,Surf fishing / wading,M,,N
821,2010.02.04,2010,GUAM,Spearfishing (free diving),M,31.0,Y
822,2010.02.03,2010,USA,Kite Boarding,M,38.0,Y
823,2010.02.01,2010,NEW ZEALAND,Boogie Boarding,F,14.0,N
824,2010.01.30,2010,BRAZIL,Surfing,M,29.0,N
825,2010.01.27,2010,AUSTRALIA,Surfing,M,,N
826,2010.01.22.b,2010,UNITED ARAB EMIRATES (UAE),Surfing,M,54.0,N
827,2010.01.22.a,2010,AUSTRALIA,Surfing,M,,N
828,2010.01.12,2010,SOUTH AFRICA,Standing,M,37.0,Y
829,2010.01.09.d,2010,AUSTRALIA,Snorkeling,F,9.0,N
830,2010.01.09.c,2010,VIETNAM,,F,,N
831,2010.01.09.b,2010,VIETNAM,,M,,N
832,2010.01.09.a,2010,VIETNAM,Bathing,M,,N
833,2010.01.06,2010,USA,Spearfishing,M,32.0,N
834,2010.01.05,2010,SOUTH AFRICA,Surfing,M,,N
835,2009.12.29,2009,SOUTH AFRICA,Wading,M,20.0,N
836,2009.12.26,2009,AUSTRALIA,Swimming,M,55.0,N
837,2009.12.22,2009,MOZAMBIQUE,Swimming,M,27.0,N
838,2009.12.20.b,2009,AUSTRALIA,Kayaking,M,,N
839,2009.12.20.a,2009,AUSTRALIA,Spearfishing,M,18.0,N
840,2009.12.18,2009,SOUTH AFRICA,Paddling on kneeboard,M,22.0,Y
841,2009.12.18,2009,SOUTH AFRICA,Surfing,M,,N
842,2009.12.16,2009,NEW ZEALAND,Swimming to shore from capsized kayak,M,24.0,Y
843,2009.12.13,2009,AUSTRALIA,Surfing,M,39.0,N
844,2009.12.12,2009,AUSTRALIA,Rowing,,,N
845,2009.12.06,2009,USA,Diving,M,58.0,N
846,2009.11.25,2009,USA,Surfing,M,49.0,N
847,2009.11.24,2009,USA,Wading,M,10.0,N
848,2009.11.16.b,2009,USA,Fishing,M,31.0,N
849,2009.11.16.a,2009,USA,Surfing,M,22.0,N
850,2009.11.13,2009,USA,Surfing,F,27.0,N
851,2009.11.11,2009,USA,Surfing,M,18.0,N
852,2009.11.08,2009,AUSTRALIA,Kayaking,M,25.0,N
853,2009.11.05,2009,USA,Surfing,M,21.0,N
854,2009.10.30,2009,AUSTRALIA,Kayaking,M,27.0,N
855,2009.10.29.R,2009,MOZAMBIQUE,Spearfishing,M,,N
856,2009.10.28,2009,AUSTRALIA,Paddle-boarding,F,17.0,N
857,2009.10.24,2009,USA,Surfing,M,,N
858,2009.10.19,2009,USA,Surfing,M,54.0,N
859,2009.10.18,2009,PANAMA,Wading,F,10.0,N
860,2009.10.17,2009,SCOTLAND,Diving,M,23.0,N
861,2009.10.14.R,2009,AUSTRALIA,Diving,M,23.0,N
862,2009.10.09,2009,USA,Surfing,M,,N
863,2009.10.02,2009,UNITED KINGDOM,Fishing,M,39.0,N
864,2009.09.26,2009,USA,Swimming,M,,N
865,2009.09.18,2009,VIETNAM,,M,,N
